"","Winner","Loser","WRank","LRank","pl1_flag","pl1_year_pro","pl1_weight","pl1_height","pl1_hand","pl2_flag","pl2_year_pro","pl2_weight","pl2_height","pl2_hand","higher_rank_won","rank_diff","rank_diff_cat","same_handedness"
"582","Harrison R.","Cuevas P.",45,34,"USA",2007,84,185,"Right-Handed","URU",2004,80,180,"Right-Handed","No",11,"Low Difference","Yes"
"583","Nadal R.","Mayer L.",1,52,"ESP",2001,85,185,"Left-Handed","ARG",2003,80,191,"Right-Handed","Yes",-51,"Medium Difference","No"
"584","Schwartzman D.","Ruud C.",26,138,"ARG",2010,64,170,"Right-Handed","NOR",2015,77,183,"Right-Handed","Yes",-112,"High Difference","Yes"
"585","Rublev A.","Baghdatis M.",32,123,"RUS",2014,68,188,"Right-Handed","CYP",2003,82,178,"Right-Handed","Yes",-91,"High Difference","Yes"
"586","Kyrgios N.","Troicki V.",17,65,"AUS",2013,85,193,"Right-Handed","SRB",2006,86,193,"Right-Handed","Yes",-48,"Medium Difference","Yes"
"587","Dimitrov G.","Mcdonald M.",3,186,"BUL",2008,80,191,"Right-Handed","USA",2016,73,178,"Right-Handed","Yes",-183,"High Difference","Yes"
"588","Dolgopolov O.","Ebden M.",37,78,"UKR",2006,71,180,"Right-Handed","AUS",2006,80,188,"Right-Handed","Yes",-41,"Medium Difference","Yes"
"589","Fucsovics M.","Querrey S.",80,13,"HUN",2010,82,188,"Right-Handed","USA",2006,95,198,"Right-Handed","No",67,"Medium Difference","Yes"
"590","Ramos-Vinolas A.","Smyczek T.",22,131,"ESP",2007,80,188,"Left-Handed","USA",2006,73,175,"Right-Handed","Yes",-109,"High Difference","No"
"591","Thiem D.","Kudla D.",5,190,"AUT",2011,82,185,"Right-Handed","USA",2010,75,180,"Right-Handed","Yes",-185,"High Difference","Yes"
"592","Kicker N.","Lacko L.",93,86,"ARG",2009,75,178,"Right-Handed","SVK",2005,85,185,"Right-Handed","No",7,"Low Difference","Yes"
"593","Berdych T.","Garcia-Lopez G.",20,71,"CZE",2002,91,196,"Right-Handed","ESP",2002,80,185,"Right-Handed","Yes",-51,"Medium Difference","Yes"
"594","Mannarino A.","Vesely J.",27,64,"FRA",2004,70,180,"Left-Handed","CZE",2009,92,198,"Left-Handed","Yes",-37,"Medium Difference","Yes"
"595","Fognini F.","Donskoy E.",25,72,"ITA",2004,74,178,"Right-Handed","RUS",2007,74,185,"Right-Handed","Yes",-47,"Medium Difference","Yes"
"596","Del Potro J.M.","Khachanov K.",10,47,"ARG",2005,97,198,"Right-Handed","RUS",2013,88,198,"Right-Handed","Yes",-37,"Medium Difference","Yes"
"597","Djokovic N.","Monfils G.",14,39,"SRB",2003,77,188,"Right-Handed","FRA",2004,80,193,"Right-Handed","Yes",-25,"Low Difference","Yes"
"598","Benneteau J.","Goffin D.",59,7,"FRA",2000,79,185,"Right-Handed","BEL",2009,68,180,"Right-Handed","No",52,"Medium Difference","Yes"
"599","Chung H.","Medvedev D.",58,53,"KOR",2014,87,188,"Right-Handed","RUS",2014,81,198,"Right-Handed","No",5,"Low Difference","Yes"
"600","Gasquet R.","Sonego L.",31,219,"FRA",2002,75,185,"Right-Handed","ITA",2013,76,191,"Right-Handed","Yes",-188,"High Difference","Yes"
"601","Marterer M.","Verdasco F.",94,40,"GER",2015,84,191,"Left-Handed","ESP",2001,87,185,"Left-Handed","No",54,"Medium Difference","Yes"
"602","Zverev A.","Gojowczyk P.",4,62,"GER",2013,86,198,"Right-Handed","GER",2006,83,188,"Right-Handed","Yes",-58,"Medium Difference","Yes"
"603","Sandgren T.","Wawrinka S.",97,8,"USA",2011,87,188,"Right-Handed","SUI",2002,81,183,"Right-Handed","No",89,"High Difference","Yes"
"604","Federer R.","Struff J.L.",2,55,"SUI",1998,85,185,"Right-Handed","GER",2009,87,196,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"605","Edmund K.","Basilashvili N.",49,61,"GBR",2012,83,188,"Right-Handed","GEO",2008,79,185,"Right-Handed","Yes",-12,"Low Difference","Yes"
"606","Carreno Busta P.","Muller G.",11,28,"ESP",2009,78,188,"Right-Handed","LUX",2001,89,193,"Left-Handed","Yes",-17,"Low Difference","No"
"607","Dimitrov G.","Rublev A.",3,32,"BUL",2008,80,191,"Right-Handed","RUS",2014,68,188,"Right-Handed","Yes",-29,"Low Difference","Yes"
"608","Seppi A.","Karlovic I.",76,89,"ITA",2002,75,191,"Right-Handed","CRO",2000,104,211,"Right-Handed","Yes",-13,"Low Difference","Yes"
"609","Schwartzman D.","Dolgopolov O.",26,37,"ARG",2010,64,170,"Right-Handed","UKR",2006,71,180,"Right-Handed","Yes",-11,"Low Difference","Yes"
"610","Kyrgios N.","Tsonga J.W.",17,15,"AUS",2013,85,193,"Right-Handed","FRA",2004,91,188,"Right-Handed","No",2,"Low Difference","Yes"
"611","Nadal R.","Dzumhur D.",1,30,"ESP",2001,85,185,"Left-Handed","BIH",2011,70,175,"Right-Handed","Yes",-29,"Low Difference","No"
"612","Cilic M.","Harrison R.",6,45,"CRO",2005,89,198,"Right-Handed","USA",2007,84,185,"Right-Handed","Yes",-39,"Medium Difference","Yes"
"613","Sandgren T.","Marterer M.",97,94,"USA",2011,87,188,"Right-Handed","GER",2015,84,191,"Left-Handed","No",3,"Low Difference","No"
"614","Thiem D.","Mannarino A.",5,27,"AUT",2011,82,185,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-22,"Low Difference","No"
"615","Fognini F.","Benneteau J.",25,59,"ITA",2004,74,178,"Right-Handed","FRA",2000,79,185,"Right-Handed","Yes",-34,"Medium Difference","Yes"
"616","Chung H.","Zverev A.",58,4,"KOR",2014,87,188,"Right-Handed","GER",2013,86,198,"Right-Handed","No",54,"Medium Difference","Yes"
"617","Fucsovics M.","Kicker N.",80,93,"HUN",2010,82,188,"Right-Handed","ARG",2009,75,178,"Right-Handed","Yes",-13,"Low Difference","Yes"
"618","Berdych T.","Del Potro J.M.",20,10,"CZE",2002,91,196,"Right-Handed","ARG",2005,97,198,"Right-Handed","No",10,"Low Difference","Yes"
"619","Djokovic N.","Ramos-Vinolas A.",14,22,"SRB",2003,77,188,"Right-Handed","ESP",2007,80,188,"Left-Handed","Yes",-8,"Low Difference","No"
"620","Federer R.","Gasquet R.",2,31,"SUI",1998,85,185,"Right-Handed","FRA",2002,75,185,"Right-Handed","Yes",-29,"Low Difference","Yes"
"621","Cilic M.","Carreno Busta P.",6,11,"CRO",2005,89,198,"Right-Handed","ESP",2009,78,188,"Right-Handed","Yes",-5,"Low Difference","Yes"
"622","Nadal R.","Schwartzman D.",1,26,"ESP",2001,85,185,"Left-Handed","ARG",2010,64,170,"Right-Handed","Yes",-25,"Low Difference","No"
"623","Edmund K.","Seppi A.",49,76,"GBR",2012,83,188,"Right-Handed","ITA",2002,75,191,"Right-Handed","Yes",-27,"Low Difference","Yes"
"624","Dimitrov G.","Kyrgios N.",3,17,"BUL",2008,80,191,"Right-Handed","AUS",2013,85,193,"Right-Handed","Yes",-14,"Low Difference","Yes"
"625","Berdych T.","Fognini F.",20,25,"CZE",2002,91,196,"Right-Handed","ITA",2004,74,178,"Right-Handed","Yes",-5,"Low Difference","Yes"
"626","Federer R.","Fucsovics M.",2,80,"SUI",1998,85,185,"Right-Handed","HUN",2010,82,188,"Right-Handed","Yes",-78,"High Difference","Yes"
"627","Sandgren T.","Thiem D.",97,5,"USA",2011,87,188,"Right-Handed","AUT",2011,82,185,"Right-Handed","No",92,"High Difference","Yes"
"628","Chung H.","Djokovic N.",58,14,"KOR",2014,87,188,"Right-Handed","SRB",2003,77,188,"Right-Handed","No",44,"Medium Difference","Yes"
"629","Edmund K.","Dimitrov G.",49,3,"GBR",2012,83,188,"Right-Handed","BUL",2008,80,191,"Right-Handed","No",46,"Medium Difference","Yes"
"630","Cilic M.","Nadal R.",6,1,"CRO",2005,89,198,"Right-Handed","ESP",2001,85,185,"Left-Handed","No",5,"Low Difference","No"
"631","Chung H.","Sandgren T.",58,97,"KOR",2014,87,188,"Right-Handed","USA",2011,87,188,"Right-Handed","Yes",-39,"Medium Difference","Yes"
"632","Federer R.","Berdych T.",2,20,"SUI",1998,85,185,"Right-Handed","CZE",2002,91,196,"Right-Handed","Yes",-18,"Low Difference","Yes"
"633","Cilic M.","Edmund K.",6,49,"CRO",2005,89,198,"Right-Handed","GBR",2012,83,188,"Right-Handed","Yes",-43,"Medium Difference","Yes"
"634","Federer R.","Chung H.",2,58,"SUI",1998,85,185,"Right-Handed","KOR",2014,87,188,"Right-Handed","Yes",-56,"Medium Difference","Yes"
"635","Federer R.","Cilic M.",2,6,"SUI",1998,85,185,"Right-Handed","CRO",2005,89,198,"Right-Handed","Yes",-4,"Low Difference","Yes"
"636","De Minaur A.","Melzer G.",301,87,"AUS",2015,69,180,"Right-Handed","AUT",2007,80,188,"Left-Handed","No",214,"High Difference","No"
"637","Chardy J.","Almagro N.",72,42,"FRA",2005,75,188,"Right-Handed","ESP",2003,86,183,"Right-Handed","No",30,"Low Difference","Yes"
"638","Troicki V.","Dzumhur D.",35,78,"SRB",2006,86,193,"Right-Handed","BIH",2011,70,175,"Right-Handed","Yes",-43,"Medium Difference","Yes"
"639","Estrella Burgos V.","Bedene A.",103,109,"DOM",2002,77,170,"Right-Handed","GBR",2008,72,183,"Right-Handed","Yes",-6,"Low Difference","Yes"
"640","Harrison R.","Mahut N.",82,41,"USA",2007,84,185,"Right-Handed","FRA",2000,80,191,"Right-Handed","No",41,"Medium Difference","Yes"
"641","Nishikori K.","Kuznetsov An.",5,45,"JPN",2007,75,178,"Right-Handed","RUS",2008,70,183,"Right-Handed","Yes",-40,"Medium Difference","Yes"
"642","Zverev M.","Garcia-Lopez G.",50,74,"GER",2005,88,191,"Left-Handed","ESP",2002,80,185,"Right-Handed","Yes",-24,"Low Difference","No"
"643","Querrey S.","Halys Q.",32,155,"USA",2006,95,198,"Right-Handed","FRA",2012,78,191,"Right-Handed","Yes",-123,"High Difference","Yes"
"644","Berdych T.","Vanni L.",10,157,"CZE",2002,91,196,"Right-Handed","ITA",2006,94,198,"Right-Handed","Yes",-147,"High Difference","Yes"
"645","Tomic B.","Bellucci T.",27,62,"AUS",2008,91,196,"Right-Handed","BRA",2005,82,188,"Left-Handed","Yes",-35,"Medium Difference","No"
"646","Rublev A.","Lu Y.H.",152,60,"RUS",2014,68,188,"Right-Handed","TPE",2001,74,180,"Right-Handed","No",92,"High Difference","Yes"
"647","Isner J.","Kravchuk K.",19,88,"USA",2007,108,208,"Right-Handed","RUS",2004,80,191,"Right-Handed","Yes",-69,"Medium Difference","Yes"
"648","Cilic M.","Janowicz J.",7,273,"CRO",2005,89,198,"Right-Handed","POL",2007,94,203,"Right-Handed","Yes",-266,"High Difference","Yes"
"649","Jaziri M.","Soeda G.",56,139,"TUN",2003,82,185,"Right-Handed","JPN",2003,73,178,"Right-Handed","Yes",-83,"High Difference","Yes"
"650","Murray A.","Marchenko I.",1,95,"GBR",2005,84,191,"Right-Handed","UKR",2006,82,185,"Right-Handed","Yes",-94,"High Difference","Yes"
"651","Lajovic D.","Robert S.",94,55,"SRB",2007,78,183,"Right-Handed","FRA",2001,77,185,"Right-Handed","No",39,"Medium Difference","Yes"
"652","Schwartzman D.","Cuevas P.",54,22,"ARG",2010,64,170,"Right-Handed","URU",2004,80,180,"Right-Handed","No",32,"Medium Difference","Yes"
"653","Lacko L.","Ramos-Vinolas A.",121,26,"SVK",2005,85,185,"Right-Handed","ESP",2007,80,188,"Left-Handed","No",95,"High Difference","No"
"654","Khachanov K.","Mannarino A.",52,61,"RUS",2013,88,198,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-9,"Low Difference","No"
"655","Lorenzi P.","Duckworth J.",43,107,"ITA",2003,77,183,"Right-Handed","AUS",2010,82,183,"Right-Handed","Yes",-64,"Medium Difference","Yes"
"656","Seppi A.","Mathieu P.H.",89,75,"ITA",2002,75,191,"Right-Handed","FRA",1999,74,185,"Right-Handed","No",14,"Low Difference","Yes"
"657","Rubin N.","Fratangelo B.",200,113,"USA",2015,68,175,"Right-Handed","USA",2012,79,183,"Right-Handed","No",87,"High Difference","Yes"
"658","Bublik A.","Pouille L.",207,16,"KAZ",2014,76,196,"Right-Handed","FRA",2012,81,185,"Right-Handed","No",191,"High Difference","Yes"
"659","Sela D.","Granollers M.",67,38,"ISR",2002,65,175,"Right-Handed","ESP",2003,77,191,"Right-Handed","No",29,"Low Difference","Yes"
"660","Evans D.","Bagnis F.",51,65,"GBR",2006,75,175,"Right-Handed","ARG",2008,82,183,"Left-Handed","Yes",-14,"Low Difference","No"
"661","Tsonga J.W.","Monteiro T.",12,83,"FRA",2004,91,188,"Right-Handed","BRA",2011,78,183,"Left-Handed","Yes",-71,"Medium Difference","No"
"662","Sock J.","Herbert P.H.",20,73,"USA",2011,84,191,"Right-Handed","FRA",2010,79,188,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"663","Johnson S.","Delbonis F.",30,44,"USA",2012,86,188,"Right-Handed","ARG",2007,88,191,"Left-Handed","Yes",-14,"Low Difference","No"
"664","Kyrgios N.","Elias G.",13,77,"AUS",2013,85,193,"Right-Handed","POR",2008,76,183,"Right-Handed","Yes",-64,"Medium Difference","Yes"
"665","Wawrinka S.","Klizan M.",4,34,"SUI",2002,81,183,"Right-Handed","SVK",2007,80,191,"Left-Handed","Yes",-30,"Low Difference","No"
"666","Darcis S.","Groth S.",71,162,"BEL",2003,77,178,"Right-Handed","AUS",2006,100,193,"Right-Handed","Yes",-91,"High Difference","Yes"
"667","Federer R.","Melzer J.",17,300,"SUI",1998,85,185,"Right-Handed","AUT",1999,81,183,"Left-Handed","Yes",-283,"High Difference","No"
"668","Kohlschreiber P.","Basilashvili N.",33,92,"GER",2001,70,178,"Right-Handed","GEO",2008,79,185,"Right-Handed","Yes",-59,"Medium Difference","Yes"
"669","Dutra Silva R.","Donaldson J.",439,101,"BRA",2003,73,178,"Right-Handed","USA",2014,75,188,"Right-Handed","No",338,"High Difference","Yes"
"670","Young D.","Fabbiano T.",85,141,"USA",2004,79,183,"Left-Handed","ITA",2005,69,173,"Right-Handed","Yes",-56,"Medium Difference","No"
"671","Simon G.","Mmoh M.",25,190,"FRA",2002,70,183,"Right-Handed","USA",2016,85,185,"Right-Handed","Yes",-165,"High Difference","Yes"
"672","Zverev A.","Haase R.",24,57,"GER",2013,86,198,"Right-Handed","NED",2005,71,191,"Right-Handed","Yes",-33,"Medium Difference","Yes"
"673","Berlocq C.","Albot R.",90,96,"ARG",2001,81,183,"Right-Handed","MDA",2008,69,175,"Right-Handed","Yes",-6,"Low Difference","Yes"
"674","Nishioka Y.","Bolt A.",99,632,"JPN",2014,64,170,"Left-Handed","AUS",2011,84,183,"Left-Handed","Yes",-533,"High Difference","Yes"
"675","Raonic M.","Brown D.",3,66,"CAN",2008,98,196,"Right-Handed","GER",2002,78,196,"Right-Handed","Yes",-63,"Medium Difference","Yes"
"676","Goffin D.","Opelka R.",11,208,"BEL",2009,68,180,"Right-Handed","USA",2015,100,211,"Right-Handed","Yes",-197,"High Difference","Yes"
"677","Tiafoe F.","Kukushkin M.",108,98,"USA",2015,77,188,"Right-Handed","KAZ",2006,72,183,"Right-Handed","No",10,"Low Difference","Yes"
"678","Carreno Busta P.","Polansky P.",31,132,"ESP",2009,78,188,"Right-Handed","CAN",2006,79,183,"Right-Handed","Yes",-101,"High Difference","Yes"
"679","Nadal R.","Mayer F.",9,49,"ESP",2001,85,185,"Left-Handed","GER",2001,82,191,"Right-Handed","Yes",-40,"Medium Difference","No"
"680","Edmund K.","Giraldo S.",46,91,"GBR",2012,83,188,"Right-Handed","COL",2004,75,188,"Right-Handed","Yes",-45,"Medium Difference","Yes"
"681","Baghdatis M.","Youzhny M.",36,70,"CYP",2003,82,178,"Right-Handed","RUS",1999,73,183,"Right-Handed","Yes",-34,"Medium Difference","Yes"
"682","Thiem D.","Struff J.L.",8,58,"AUT",2011,82,185,"Right-Handed","GER",2009,87,196,"Right-Handed","Yes",-50,"Medium Difference","Yes"
"683","Muller G.","Fritz T.",28,93,"LUX",2001,89,193,"Left-Handed","USA",2015,84,193,"Right-Handed","Yes",-65,"Medium Difference","No"
"684","Whittington A.","Pavlasek A.",194,86,"AUS",2012,82,188,"Right-Handed","CZE",2012,76,185,"Right-Handed","No",108,"High Difference","Yes"
"685","Bautista Agut R.","Pella G.",14,81,"ESP",2005,76,183,"Right-Handed","ARG",2007,83,185,"Left-Handed","Yes",-67,"Medium Difference","No"
"686","Gasquet R.","Mott B.",18,287,"FRA",2002,75,185,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-269,"High Difference",NA
"687","Dolgopolov O.","Coric B.",69,59,"UKR",2006,71,180,"Right-Handed","CRO",2013,79,185,"Right-Handed","No",10,"Low Difference","Yes"
"688","Thompson J.","Sousa J.",76,37,"AUS",2013,73,183,"Right-Handed","POR",2008,74,185,"Right-Handed","No",39,"Medium Difference","Yes"
"689","Stepanek R.","Tursunov D.",102,405,"CZE",1996,76,185,"Right-Handed","RUS",2000,82,185,"Right-Handed","Yes",-303,"High Difference","Yes"
"690","Karlovic I.","Zeballos H.",21,68,"CRO",2000,104,211,"Right-Handed","ARG",2003,83,188,"Left-Handed","Yes",-47,"Medium Difference","No"
"691","Escobedo E.","Medvedev D.",131,63,"USA",2014,82,185,"Right-Handed","RUS",2014,81,198,"Right-Handed","No",68,"Medium Difference","Yes"
"692","Chung H.","Olivo R.",105,79,"KOR",2014,87,188,"Right-Handed","ARG",2009,73,180,"Right-Handed","No",26,"Low Difference","Yes"
"693","Ferrer D.","Jasika O.",23,290,"ESP",2000,73,175,"Right-Handed","AUS",2014,60,183,"Left-Handed","Yes",-267,"High Difference","No"
"694","Paire B.","Haas T.",47,NA,"FRA",2007,80,196,"Right-Handed","GER",1996,84,188,"Right-Handed",NA,NA,NA,"Yes"
"695","Monfils G.","Vesely J.",6,53,"FRA",2004,80,193,"Right-Handed","CZE",2009,92,198,"Left-Handed","Yes",-47,"Medium Difference","No"
"696","Fognini F.","Lopez F.",48,29,"ITA",2004,74,178,"Right-Handed","ESP",1997,73,185,"Left-Handed","No",19,"Low Difference","No"
"697","Dimitrov G.","O'Connell C.",15,231,"BUL",2008,80,191,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-216,"High Difference",NA
"698","Djokovic N.","Verdasco F.",2,40,"SRB",2003,77,188,"Right-Handed","ESP",2001,87,185,"Left-Handed","Yes",-38,"Medium Difference","No"
"699","Istomin D.","Dodig I.",117,170,"UZB",2004,88,188,"Right-Handed","CRO",2004,83,183,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"700","Nishikori K.","Chardy J.",5,72,"JPN",2007,75,178,"Right-Handed","FRA",2005,75,188,"Right-Handed","Yes",-67,"Medium Difference","Yes"
"701","Jaziri M.","Bublik A.",56,207,"TUN",2003,82,185,"Right-Handed","KAZ",2014,76,196,"Right-Handed","Yes",-151,"High Difference","Yes"
"702","Tsonga J.W.","Lajovic D.",12,94,"FRA",2004,91,188,"Right-Handed","SRB",2007,78,183,"Right-Handed","Yes",-82,"High Difference","Yes"
"703","Lacko L.","Sela D.",121,67,"SVK",2005,85,185,"Right-Handed","ISR",2002,65,175,"Right-Handed","No",54,"Medium Difference","Yes"
"704","Zverev M.","Isner J.",50,19,"GER",2005,88,191,"Left-Handed","USA",2007,108,208,"Right-Handed","No",31,"Medium Difference","No"
"705","Berdych T.","Harrison R.",10,82,"CZE",2002,91,196,"Right-Handed","USA",2007,84,185,"Right-Handed","Yes",-72,"Medium Difference","Yes"
"706","Wawrinka S.","Johnson S.",4,30,"SUI",2002,81,183,"Right-Handed","USA",2012,86,188,"Right-Handed","Yes",-26,"Low Difference","Yes"
"707","Troicki V.","Lorenzi P.",35,43,"SRB",2006,86,193,"Right-Handed","ITA",2003,77,183,"Right-Handed","Yes",-8,"Low Difference","Yes"
"708","Federer R.","Rubin N.",17,200,"SUI",1998,85,185,"Right-Handed","USA",2015,68,175,"Right-Handed","Yes",-183,"High Difference","Yes"
"709","Darcis S.","Schwartzman D.",71,54,"BEL",2003,77,178,"Right-Handed","ARG",2010,64,170,"Right-Handed","No",17,"Low Difference","Yes"
"710","Querrey S.","De Minaur A.",32,301,"USA",2006,95,198,"Right-Handed","AUS",2015,69,180,"Right-Handed","Yes",-269,"High Difference","Yes"
"711","Seppi A.","Kyrgios N.",89,13,"ITA",2002,75,191,"Right-Handed","AUS",2013,85,193,"Right-Handed","No",76,"High Difference","Yes"
"712","Evans D.","Cilic M.",51,7,"GBR",2006,75,175,"Right-Handed","CRO",2005,89,198,"Right-Handed","No",44,"Medium Difference","Yes"
"713","Sock J.","Khachanov K.",20,52,"USA",2011,84,191,"Right-Handed","RUS",2013,88,198,"Right-Handed","Yes",-32,"Medium Difference","Yes"
"714","Tomic B.","Estrella Burgos V.",27,103,"AUS",2008,91,196,"Right-Handed","DOM",2002,77,170,"Right-Handed","Yes",-76,"High Difference","Yes"
"715","Murray A.","Rublev A.",1,152,"GBR",2005,84,191,"Right-Handed","RUS",2014,68,188,"Right-Handed","Yes",-151,"High Difference","Yes"
"716","Gasquet R.","Berlocq C.",18,90,"FRA",2002,75,185,"Right-Handed","ARG",2001,81,183,"Right-Handed","Yes",-72,"Medium Difference","Yes"
"717","Carreno Busta P.","Edmund K.",31,46,"ESP",2009,78,188,"Right-Handed","GBR",2012,83,188,"Right-Handed","Yes",-15,"Low Difference","Yes"
"718","Kohlschreiber P.","Young D.",33,85,"GER",2001,70,178,"Right-Handed","USA",2004,79,183,"Left-Handed","Yes",-52,"Medium Difference","No"
"719","Simon G.","Dutra Silva R.",25,439,"FRA",2002,70,183,"Right-Handed","BRA",2003,73,178,"Right-Handed","Yes",-414,"High Difference","Yes"
"720","Bautista Agut R.","Nishioka Y.",14,99,"ESP",2005,76,183,"Right-Handed","JPN",2014,64,170,"Left-Handed","Yes",-85,"High Difference","No"
"721","Dimitrov G.","Chung H.",15,105,"BUL",2008,80,191,"Right-Handed","KOR",2014,87,188,"Right-Handed","Yes",-90,"High Difference","Yes"
"722","Ferrer D.","Escobedo E.",23,131,"ESP",2000,73,175,"Right-Handed","USA",2014,82,185,"Right-Handed","Yes",-108,"High Difference","Yes"
"723","Istomin D.","Djokovic N.",117,2,"UZB",2004,88,188,"Right-Handed","SRB",2003,77,188,"Right-Handed","No",115,"High Difference","Yes"
"724","Raonic M.","Muller G.",3,28,"CAN",2008,98,196,"Right-Handed","LUX",2001,89,193,"Left-Handed","Yes",-25,"Low Difference","No"
"725","Goffin D.","Stepanek R.",11,102,"BEL",2009,68,180,"Right-Handed","CZE",1996,76,185,"Right-Handed","Yes",-91,"High Difference","Yes"
"726","Monfils G.","Dolgopolov O.",6,69,"FRA",2004,80,193,"Right-Handed","UKR",2006,71,180,"Right-Handed","Yes",-63,"Medium Difference","Yes"
"727","Karlovic I.","Whittington A.",21,194,"CRO",2000,104,211,"Right-Handed","AUS",2012,82,188,"Right-Handed","Yes",-173,"High Difference","Yes"
"728","Zverev A.","Tiafoe F.",24,108,"GER",2013,86,198,"Right-Handed","USA",2015,77,188,"Right-Handed","Yes",-84,"High Difference","Yes"
"729","Paire B.","Fognini F.",47,48,"FRA",2007,80,196,"Right-Handed","ITA",2004,74,178,"Right-Handed","Yes",-1,"Low Difference","Yes"
"730","Thiem D.","Thompson J.",8,76,"AUT",2011,82,185,"Right-Handed","AUS",2013,73,183,"Right-Handed","Yes",-68,"Medium Difference","Yes"
"731","Nadal R.","Baghdatis M.",9,36,"ESP",2001,85,185,"Left-Handed","CYP",2003,82,178,"Right-Handed","Yes",-27,"Low Difference","No"
"732","Seppi A.","Darcis S.",89,71,"ITA",2002,75,191,"Right-Handed","BEL",2003,77,178,"Right-Handed","No",18,"Low Difference","Yes"
"733","Tsonga J.W.","Sock J.",12,20,"FRA",2004,91,188,"Right-Handed","USA",2011,84,191,"Right-Handed","Yes",-8,"Low Difference","Yes"
